Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,Gls,Ast,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,xG,xA,xG+xA,npxG,npxG+xA,PKMade,PKatt,Sh,SoT,FK,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,xG,npxG,npxG/Sh,G-xG,np:G-xG,TotCmp,TotAtt,TotCmp%,TotDist,PrgDist,SbortCmp,ShortAtt,ShortCmp%,MedCmp,MedAtt,MedCmp%,LongCmp,LongAtt,LongCmp%,Ast,xA,A-xA,KP,3-Jan,PPA,CrsPA,Prog,Live,Dead,FK,TB,Press,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Cmp,Off,Out,Int,Blocks,SCA,SCA90,PassLive,PassDead,Drib,Sh,Fld,GCA,GCA90,PassLive,PassDead,Drib,Sh,Fld,OG,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Past,Press,Succ,%,Def 3rd,Mid 3rd,Att 3rd,Blocks,Sh,ShSv,Pass,Int,Clr,Err,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Succ,Att,Succ%,#Pl,Megs,Carries,TotDist,PrgDist,Targ,Rec,Rec%,Miscon,Dispos,Fls,Fld,Off,PKwon,PKcon,OG,Recov,AerialWon,AerialLost,AerialWon%
332,Jaylin Lindsey\Jaylin-Lindsey,us USA,DF,Sporting KC,17,2000,7,6,554,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0.4,0.07,0.06,0.13,0.07,0.13,0,0,6,1,0,16.7,0.97,0.16,0,0,0.4,0.4,0.07,-0.4,-0.4,329,386,85.2,5685,1497,4,10,40,275,304,90.5,50,72,69.4,0,0.4,-0.4,8,21,6,4,40,333,53,4,2,74,1,16,0,0,0,0,284,54,48,86,232,12,49,1,329,0,2,14,7,18,2.92,15,1,0,2,0,2,0.32,1,0,0,1,0,0,15,6,10,4,1,7,11,63.6,4,85,19,22.4,56,23,6,4,1,0,3,11,15,0,443,16,98,205,187,18,390,9,16,56.3,9,0,309,1920,1318,313,290,92.7,5,0,5,2,0,0,0,0,54,9,9,50
333,Sebastian Lletget\Sebastian-Lletget,us USA,MF,LA Galaxy,25,1992,28,21,1878,3,1,0,0,2,0,0.14,0.05,0.19,0.14,0.19,2.6,2.6,2.5,0.13,0.12,0.24,0.13,0.24,0,0,29,9,0,31,1.39,0.43,0.1,0.33,2.6,2.6,0.09,0.4,0.4,1106,1329,83.2,18814,4287,22,40,55,895,996,89.9,189,293,64.5,1,2.5,-1.5,29,66,27,9,105,1248,81,21,3,186,57,91,53,2,1,0,982,127,220,296,972,46,2,2,1106,7,19,10,20,57,2.73,35,16,3,1,2,5,0.24,5,0,0,0,0,0,45,27,13,24,8,12,34,35.3,22,449,104,23.2,107,244,98,27,2,0,25,28,12,0,1574,26,225,876,570,46,1499,25,48,52.1,30,1,1223,5768,2546,1307,1168,89.4,33,41,16,29,2,0,0,0,212,11,14,44
334,Cristian Lobato\Cristian-Lobato,es ESP,DFFW,Sporting KC,28,1989,7,3,328,2,0,0,0,0,0,0.55,0,0.55,0.55,0.55,1.2,1.2,0.4,0.32,0.1,0.43,0.32,0.43,0,0,6,4,0,66.7,1.65,1.1,0.33,0.5,1.2,1.2,0.2,0.8,0.8,201,232,86.6,3528,850,0,1,0,169,187,90.4,32,44,72.7,0,0.4,-0.4,8,19,8,1,19,211,21,2,1,53,8,4,0,0,0,0,167,42,23,175,28,8,19,0,201,0,7,2,3,13,3.57,11,1,0,1,0,1,0.27,1,0,0,0,0,0,8,6,6,1,1,5,8,62.5,3,47,16,34,16,22,9,3,0,0,3,3,2,0,264,7,35,140,108,11,244,5,7,71.4,6,0,201,1298,713,222,191,86,4,5,3,2,0,0,0,0,34,2,3,40
335,Nicolás Lodeiro\Nicolas-Lodeiro,uy URU,MFFW,Seattle,28,1989,27,27,2428,8,12,5,5,3,0,0.3,0.44,0.74,0.11,0.56,6.4,2.6,9.7,0.24,0.36,0.6,0.1,0.45,5,5,53,12,7,22.6,1.96,0.44,0.06,0.25,6.4,2.6,0.05,1.6,0.4,1583,2027,78.1,30386,9734,22,61,36.1,1187,1366,86.9,374,600,62.3,12,9.7,2.3,94,183,72,16,287,1763,264,100,14,309,101,204,138,0,0,0,1451,202,374,1641,290,60,21,7,1583,12,42,47,56,176,6.52,115,42,5,2,12,26,0.96,17,5,2,0,2,0,37,21,7,22,8,16,69,23.2,53,676,157,23.2,144,369,163,40,1,0,39,25,9,0,2414,11,237,1275,1089,90,2179,37,75,49.3,38,3,1780,10316,5180,2041,1780,87.2,61,65,37,94,8,1,0,0,245,12,21,36.4
336,Aaron Long\Aaron-Long,us USA,DF,NY Red Bulls,25,1992,34,31,2808,3,1,0,0,1,0,0.1,0.03,0.13,0.1,0.13,1.9,1.9,0.4,0.06,0.01,0.07,0.06,0.07,0,0,22,8,0,36.4,0.71,0.26,0.14,0.38,1.9,1.9,0.09,1.1,1.1,786,1099,71.5,15908,7304,7,20,35,570,695,82,209,384,54.4,1,0.4,0.6,2,61,6,1,92,1047,52,47,2,126,11,2,0,0,0,0,613,97,389,215,675,158,5,7,786,3,41,7,12,15,0.48,9,2,1,3,0,3,0.1,1,0,0,2,0,0,46,33,31,13,2,16,33,48.5,17,284,100,35.2,173,102,9,47,23,0,24,65,180,2,1437,192,736,693,62,38,1386,8,8,100,8,0,622,2842,1357,593,575,97,5,6,26,20,1,0,0,0,475,68,43,61.3
337,Luis López Fernández\Luis-Lopez-Fernandez,hn HON,GK,Los Angeles FC,24,1993,1,1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,0,0,20,27,74.1,522,341,0,0,,12,12,100,8,15,53.3,0,0,0,0,0,0,0,0,15,12,1,0,2,1,0,0,0,0,0,18,0,9,1,19,0,0,7,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,28,27,28,0,0,0,16,1,1,100,1,0,6,23,11,7,7,100,0,0,0,1,0,0,0,0,6,0,0,
338,Ricky Lopez-Espin\Ricky-Lopez-Espin,us USA,FW,Real Salt Lake,22,1995,1,0,23,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.37,0,0.37,0.37,0.37,0,0,1,0,0,0,3.91,0,0,,0.1,0.1,0.1,-0.1,-0.1,5,5,100,91,7,0,0,,4,4,100,1,1,100,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,4,1,0,0,4,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,1,0,0,0,0,0,0,0,9,0,1,5,4,1,7,0,0,,0,0,3,16,6,5,5,100,2,0,1,0,0,0,0,0,1,0,0,
339,Daniel Lovitz\Daniel-Lovitz,us USA,DF,Montreal,26,1991,31,29,2650,1,3,0,0,3,1,0.03,0.1,0.14,0.03,0.14,1.3,1.3,3.4,0.04,0.12,0.16,0.04,0.16,0,0,12,2,1,16.7,0.41,0.07,0.08,0.5,1.3,1.3,0.1,-0.3,-0.3,1177,1546,76.1,22763,9295,10,30,33.3,917,1073,85.5,250,443,56.4,3,3.4,-0.4,26,118,25,13,172,1302,244,24,4,174,44,73,2,0,0,0,912,279,355,998,222,83,218,2,1177,8,33,34,36,48,1.63,36,4,5,2,1,6,0.2,5,0,0,0,1,0,55,32,39,11,5,22,56,39.3,34,351,89,25.4,224,101,26,37,6,0,31,58,67,0,1834,98,612,918,453,32,1592,52,82,63.4,58,2,1138,6859,4364,1204,1122,93.2,23,23,27,21,4,1,1,0,242,34,28,54.8
340,Jorge Luis Corrales\Jorge-Luis-Corrales,cu CUB,DF,Chicago,26,1991,17,15,1293,0,0,0,0,5,0,0,0,0,0,0,0.2,0.2,0.7,0.01,0.05,0.06,0.01,0.06,0,0,6,1,0,16.7,0.42,0.07,0,0,0.2,0.2,0.03,-0.2,-0.2,590,737,80.1,11609,4249,4,15,26.7,453,500,90.6,133,222,59.9,0,0.7,-0.7,12,37,5,1,78,609,128,8,1,102,25,30,1,0,0,0,451,89,197,452,140,15,119,0,590,4,14,9,13,18,1.25,14,4,0,0,0,2,0.14,2,0,0,0,0,0,30,19,18,10,2,10,24,41.7,14,220,57,25.9,112,82,26,24,2,0,22,32,46,1,894,59,308,440,201,12,768,13,17,76.5,13,0,586,2860,1540,575,540,93.9,12,14,15,11,2,0,0,0,104,15,12,55.6
341,Adam Lundqvist\Adam-Lundqvist,se SWE,DF,Houston,23,1994,16,12,1202,0,0,0,0,4,0,0,0,0,0,0,0.1,0.1,1.1,0.01,0.08,0.09,0.01,0.09,0,0,6,1,0,16.7,0.45,0.07,0,0,0.1,0.1,0.02,-0.1,-0.1,522,676,77.2,10232,3286,3,15,20,397,455,87.3,122,206,59.2,0,1.1,-1.1,15,34,14,8,84,539,137,14,1,79,27,55,19,0,0,0,412,86,178,486,61,20,104,2,522,2,16,9,18,26,1.95,18,4,2,0,2,1,0.07,1,0,0,0,0,0,28,18,16,8,4,11,32,34.4,21,179,53,29.6,107,52,20,25,1,0,24,17,21,0,803,22,214,356,286,18,671,21,31,67.7,22,1,522,2997,1660,509,475,93.3,12,16,17,14,0,0,0,0,105,5,5,50
342,Larrys Mabiala\Larrys-Mabiala,cd COD,DF,Portland,30,1987,31,31,2744,5,1,0,0,5,0,0.16,0.03,0.2,0.16,0.2,2.6,2.6,0.3,0.09,0.01,0.09,0.09,0.09,0,0,26,9,0,34.6,0.85,0.3,0.19,0.56,2.6,2.6,0.1,2.4,2.4,1040,1235,84.2,23216,10523,6,17,35.3,692,778,88.9,342,440,77.7,1,0.3,0.7,3,89,3,0,124,1194,41,37,1,143,45,0,0,0,0,0,892,121,222,164,974,66,4,5,1040,2,26,14,13,11,0.36,10,1,0,0,0,2,0.07,2,0,0,0,0,0,28,14,19,8,1,12,23,52.2,11,256,76,29.7,192,55,9,48,18,0,30,88,172,3,1562,212,859,739,73,39,1523,6,8,75,7,0,899,4940,2763,915,896,97.9,11,5,36,9,1,0,0,0,313,53,35,60.2
343,Adolfo Machado\Adolfo-Machado,pa PAN,DF,Houston,32,1985,21,18,1697,0,0,0,0,3,0,0,0,0,0,0,0.2,0.2,0.5,0.01,0.02,0.03,0.01,0.03,0,0,4,0,0,0,0.21,0,0,,0.2,0.2,0.04,-0.2,-0.2,715,917,78,14952,5602,4,15,26.7,509,595,85.5,202,307,65.8,0,0.5,-0.5,7,57,13,2,98,793,124,17,4,111,23,12,1,0,0,0,594,115,208,77,656,60,106,2,715,2,28,7,15,17,0.9,14,2,0,0,1,1,0.05,1,0,0,0,0,0,39,23,23,15,1,17,34,50,17,203,62,30.5,117,63,23,26,9,0,17,50,85,2,1104,88,456,563,168,12,981,4,4,100,4,0,617,3443,2135,588,566,96.3,5,7,28,6,0,0,1,0,217,28,33,45.9
344,Cristhian Machado\Cristhian-Machado,bo BOL,MF,New England,27,1990,3,2,119,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,0,0,29,42,69,534,192,0,1,0,25,33,75.8,4,8,50,0,0,0,0,2,1,0,6,41,1,1,0,4,1,1,0,0,0,0,28,3,11,6,33,3,0,0,29,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,4,1,1,0,4,0,4,25,4,16,12,10,3,2,0,0,2,1,0,0,54,1,9,30,17,1,53,0,1,0,1,1,36,106,44,40,36,90,0,2,2,1,0,0,0,0,6,0,2,0
345,Zac MacMath\Zac-MacMath,us USA,GK,Colorado,26,1991,2,1,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.12,0.12,0,0.12,0,0,0,0,0,,0,0,,,0,0,,0,0,34,56,60.7,1330,874,0,0,,9,9,100,25,47,53.2,0,0.2,-0.2,1,1,0,0,0,36,20,4,0,5,4,0,0,0,0,0,19,5,32,4,38,0,0,10,34,0,0,0,0,1,0.57,1,0,0,0,0,1,0.57,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,63,60,63,0,0,0,43,0,0,,0,0,28,204,112,18,18,100,0,0,0,0,0,0,0,0,13,0,0,
346,Calum Mallace\Calum-Mallace,sco SCO,MF,Los Angeles FC,28,1990,5,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.05,0.17,0.22,0.05,0.22,0,0,1,0,0,0,2.81,0,0,,0,0,0.02,0,0,16,21,76.2,319,30,0,0,,12,15,80,4,6,66.7,0,0.1,-0.1,1,2,1,1,1,20,1,0,0,3,1,2,1,0,0,0,15,0,6,2,19,0,0,0,16,0,0,1,0,1,2.81,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,1,3,33.3,2,10,2,20,3,4,3,1,0,0,1,0,1,0,28,2,2,12,17,0,27,1,1,100,1,0,19,144,62,20,19,95,1,1,0,0,0,0,0,0,4,1,0,100
347,Connor Maloney\Connor-Maloney,us USA,DF,Columbus,22,1995,1,0,29,0,1,0,0,1,0,0,3.1,3.1,0,3.1,0,0,0.2,0,0.47,0.47,0,0.47,0,0,0,0,0,,0,0,,,0,0,,0,0,16,26,61.5,300,66,1,1,100,13,18,72.2,2,7,28.6,1,0.2,0.8,1,0,0,0,0,21,5,0,0,9,1,5,0,0,0,0,14,1,11,3,18,0,5,0,16,0,0,0,4,1,3.1,1,0,0,0,0,1,3.1,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,0,0,2,0,1,2,0,0,2,0,0,0,30,0,7,7,16,3,25,0,0,,0,0,22,107,29,22,20,90.9,2,1,1,0,0,0,0,0,4,0,0,
348,Michael Mancienne\Michael-Mancienne,eng ENG,DF,New England,30,1988,10,10,900,0,0,0,0,2,0,0,0,0,0,0,0.1,0.1,0,0.01,0,0.01,0.01,0.01,0,0,1,0,0,0,0.1,0,0,,0.1,0.1,0.08,-0.1,-0.1,372,445,83.6,8700,3162,0,1,0,227,259,87.6,145,185,78.4,0,0,0,0,38,0,0,35,431,14,12,0,33,11,0,0,0,0,0,310,32,103,65,316,49,2,0,372,0,17,1,2,3,0.3,3,0,0,0,0,0,0,0,0,0,0,0,0,7,4,4,2,1,3,10,30,7,62,27,43.5,46,13,3,27,17,0,10,24,53,1,544,84,275,284,11,1,530,2,2,100,2,0,314,1475,828,292,288,98.6,1,0,7,3,0,0,0,1,133,15,7,68.2
349,Matteo Mancosu\Matteo-Mancosu,it ITA,FW,Montreal,33,1984,20,14,1097,3,0,0,0,1,0,0.25,0,0.25,0.25,0.25,3.8,3.8,0.6,0.32,0.05,0.37,0.32,0.37,0,0,29,6,0,20.7,2.38,0.49,0.1,0.5,3.8,3.8,0.13,-0.8,-0.8,132,185,71.4,2044,334,2,10,20,118,151,78.1,12,24,50,0,0.6,-0.6,4,6,4,0,10,156,29,0,1,39,0,4,0,0,0,0,102,46,37,27,112,25,0,2,132,0,2,5,10,14,1.15,6,0,0,3,4,2,0.16,1,0,0,0,0,1,12,12,4,7,1,3,10,30,7,298,57,19.1,18,161,119,8,1,0,7,3,8,0,316,9,36,135,161,64,288,3,9,33.3,3,0,163,997,660,412,200,48.5,26,15,11,23,14,0,0,1,42,27,29,48.2
350,Carter Manley\Carter-Manley,us USA,DF,Minnesota,21,1996,8,4,505,0,1,0,0,0,0,0,0.18,0.18,0,0.18,0,0,0.1,0,0.02,0.02,0,0.02,0,0,0,0,0,,0,0,,,0,0,,0,0,181,251,72.1,3222,1608,4,9,44.4,146,173,84.4,31,69,44.9,1,0.1,0.9,2,18,1,1,28,195,56,1,0,38,3,6,0,0,0,0,142,51,58,24,162,8,55,1,181,1,7,9,6,3,0.53,3,0,0,0,0,1,0.18,1,0,0,0,0,0,13,6,4,7,2,5,9,55.6,4,119,27,22.7,80,34,5,24,10,0,14,11,19,0,325,29,121,142,70,2,269,6,8,75,6,0,170,596,324,180,164,91.1,6,2,3,2,0,0,0,0,37,4,4,50
351,Mauro Manotas\Mauro-Manotas,co COL,FW,Houston,22,1995,33,30,2627,19,0,2,2,1,0,0.65,0,0.65,0.58,0.58,15.1,13.6,4,0.52,0.14,0.66,0.47,0.6,2,2,90,39,1,43.3,3.08,1.34,0.19,0.44,15.1,13.6,0.15,3.9,3.4,499,618,80.7,7864,1419,16,34,47.1,408,484,84.3,75,100,75,0,4,-4,35,31,14,0,43,536,82,0,6,124,12,15,2,0,0,0,483,76,59,67,491,24,17,11,499,0,12,9,25,74,2.54,52,0,14,6,2,8,0.27,4,0,2,1,1,0,17,13,2,9,6,4,30,13.3,26,529,111,21,34,189,306,20,4,0,16,3,25,0,959,27,58,435,527,149,875,45,63,71.4,46,5,712,4336,2138,1137,676,59.5,77,51,24,21,24,1,0,0,108,11,55,16.7
352,J.T. Marcinkowski\JT-Marcinkowski,us USA,GK,San Jose,20,1997,5,5,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,0,0,110,167,65.9,3500,2045,0,0,,48,50,96,62,117,53,0,0,0,0,0,0,0,0,99,68,15,0,7,2,0,0,0,0,0,72,10,85,10,125,0,0,30,110,1,8,1,0,1,0.2,0,0,0,0,0,1,0.2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,,0,0,0,0,0,0,0,0,0,1,182,161,181,1,0,0,115,0,0,,0,0,64,318,199,54,54,100,0,0,0,0,0,0,0,0,28,0,0,
353,Stefan Marinovic\Stefan-Marinovic,nz NZL,GK,Vancouver,26,1991,24,24,2160,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,0,0,379,630,60.2,14420,10498,0,1,0,148,153,96.7,231,476,48.5,0,0,0,2,14,0,0,0,336,294,49,0,15,8,0,0,0,0,0,235,18,377,45,461,0,0,85,379,2,15,1,4,3,0.12,2,1,0,0,0,1,0.04,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,3,1,33.3,3,0,0,0,0,0,0,4,1,0,697,627,695,2,0,0,404,0,0,,0,0,244,1266,818,171,171,100,0,0,0,2,0,0,0,0,109,0,0,
354,Chad Marshall\Chad-Marshall,us USA,DF,Seattle,33,1984,30,30,2582,4,1,0,0,0,1,0.14,0.03,0.17,0.14,0.17,2,2,0.6,0.07,0.02,0.09,0.07,0.09,0,0,20,5,0,25,0.7,0.17,0.2,0.8,2,2,0.1,2,2,887,1019,87,20518,7033,7,14,50,557,632,88.1,323,373,86.6,1,0.6,0.4,3,22,2,0,35,999,20,16,0,165,68,3,0,0,0,0,758,134,127,183,688,89,4,11,887,3,21,7,8,10,0.35,9,0,0,1,0,2,0.07,1,0,0,1,0,0,24,13,13,8,3,11,24,45.8,13,145,44,30.3,97,43,5,47,20,0,27,73,125,0,1274,148,821,463,59,40,1256,2,3,66.7,3,1,688,3290,1331,790,771,97.6,4,1,14,13,1,0,0,1,235,77,30,72
355,Collin Martin\Collin-Martin,us USA,MFFW,Minnesota,23,1994,12,5,521,0,0,0,0,2,0,0,0,0,0,0,0.1,0.1,0.2,0.03,0.04,0.06,0.03,0.06,0,0,4,3,0,75,0.69,0.52,0,0,0.1,0.1,0.04,-0.1,-0.1,197,237,83.1,3695,848,8,12,66.7,146,169,86.4,43,56,76.8,0,0.2,-0.2,2,22,3,0,18,229,8,5,1,37,8,1,0,0,0,0,190,22,25,29,195,8,1,0,197,0,5,7,5,4,0.69,4,0,0,0,0,1,0.17,1,0,0,0,0,0,12,7,6,5,1,5,16,31.3,11,143,33,23.1,70,58,15,8,0,0,8,5,6,0,296,10,76,185,48,5,288,4,7,57.1,4,0,216,868,431,226,200,88.5,7,9,12,6,0,0,0,0,53,5,4,55.6
356,Cristian Martínez\Cristian-Martinez,pa PAN,FWMF,Columbus,20,1997,14,11,835,0,2,0,0,1,0,0,0.22,0.22,0,0.22,1.2,1.2,0.9,0.13,0.1,0.23,0.13,0.23,0,0,14,3,0,21.4,1.51,0.32,0,0,1.2,1.2,0.09,-1.2,-1.2,225,307,73.3,4023,1129,6,22,27.3,174,216,80.6,45,69,65.2,2,0.9,1.1,11,15,17,8,42,297,10,2,0,42,10,30,1,0,0,0,212,42,53,38,250,8,7,2,225,3,11,9,17,20,2.16,15,0,1,3,1,2,0.22,2,0,0,0,0,0,19,16,11,4,4,3,23,13,20,200,52,26,51,94,55,10,0,0,10,11,0,0,423,3,67,186,209,40,414,21,34,61.8,22,0,346,2449,1374,387,305,78.8,18,27,13,13,9,0,0,0,59,2,7,22.2
357,Enzo Martínez\Enzo-Martinez,uy URU,MF,Colorado,27,1990,22,15,1407,0,3,0,0,4,0,0,0.19,0.19,0,0.19,1,1,1.8,0.06,0.11,0.18,0.06,0.18,0,0,21,7,1,33.3,1.34,0.45,0,0,1,1,0.05,-1,-1,486,639,76.1,8958,2324,6,25,24,385,460,83.7,95,154,61.7,3,1.8,1.2,20,42,10,6,56,607,32,13,3,151,21,18,1,0,0,0,457,91,91,131,463,26,10,2,486,4,12,20,21,35,2.24,27,2,4,0,2,2,0.13,2,0,0,0,0,0,59,42,29,22,8,16,48,33.3,32,416,98,23.6,141,208,67,20,4,1,16,13,11,0,810,27,184,435,258,29,783,27,34,79.4,28,1,613,3366,1797,618,522,84.5,18,18,28,30,1,0,0,0,146,7,12,36.8
358,Josef Martínez\Josef-Martinez,ve VEN,FW,Atlanta,24,1993,34,34,2886,31,5,8,9,1,0,0.97,0.16,1.12,0.72,0.87,29,22.2,4.4,0.9,0.14,1.04,0.69,0.83,8,9,95,47,0,49.5,2.96,1.47,0.24,0.49,29,22.2,0.23,2,0.8,477,591,80.7,7774,1416,17,27,63,388,468,82.9,72,96,75,5,4.4,0.6,32,37,20,0,48,522,69,1,6,65,13,3,0,0,0,0,457,65,69,103,422,27,7,19,477,5,10,9,10,76,2.37,56,0,7,7,6,10,0.31,5,0,3,0,2,0,12,7,1,7,4,0,6,0,6,223,65,29.1,12,86,125,15,1,0,14,4,30,0,872,35,68,440,406,166,797,22,36,61.1,23,0,562,2514,1327,931,623,66.9,57,20,25,33,35,3,0,0,101,25,37,40.3
359,Tomás Martínez\Tomas-Martinez,ar ARG,MF,Houston,22,1995,32,31,2438,5,7,0,0,5,1,0.18,0.26,0.44,0.18,0.44,5.9,5.9,4.9,0.22,0.18,0.4,0.22,0.4,0,0,67,19,4,28.4,2.47,0.7,0.07,0.26,5.9,5.9,0.09,-0.9,-0.9,1009,1240,81.4,19603,5131,13,30,43.3,761,857,88.8,235,353,66.6,7,4.9,2.1,50,149,42,4,173,1166,74,38,10,198,39,55,22,0,0,0,946,97,197,1076,137,16,3,3,1009,6,21,26,20,112,4.13,77,11,9,7,8,19,0.7,15,1,0,2,1,0,48,33,14,26,8,14,72,19.4,58,623,143,23,74,351,198,18,1,0,17,8,3,0,1589,6,143,860,710,72,1524,48,74,64.9,52,1,1311,6867,3561,1416,1217,85.9,50,70,24,61,2,0,0,0,195,5,24,17.2
360,Joe Mason\Joe-Mason,ie IRL,FWMF,Colorado,26,1991,14,9,755,3,0,0,0,2,0,0.36,0,0.36,0.36,0.36,2.7,2.7,0.3,0.32,0.04,0.36,0.32,0.36,0,0,14,7,0,50,1.67,0.83,0.21,0.43,2.7,2.7,0.19,0.3,0.3,121,154,78.6,1977,296,5,5,100,98,123,79.7,18,26,69.2,0,0.3,-0.3,9,11,2,0,9,134,20,5,0,33,4,5,2,0,0,0,110,29,15,20,115,10,0,4,121,1,3,3,2,16,1.91,12,1,0,1,1,3,0.36,2,0,0,0,0,1,12,7,8,2,2,3,13,23.1,10,234,35,15,57,108,69,6,1,0,5,4,8,0,241,9,41,100,112,34,223,5,12,41.7,5,0,150,851,404,294,159,54.1,15,16,12,14,4,0,0,0,33,6,14,30
361,Rónald Matarrita\Ronald-Matarrita,cr CRC,DFFW,NYCFC,23,1994,24,15,1370,2,1,0,0,3,1,0.13,0.07,0.2,0.13,0.2,1.7,1.7,2.5,0.11,0.16,0.28,0.11,0.28,0,0,24,11,0,45.8,1.58,0.72,0.08,0.18,1.7,1.7,0.07,0.3,0.3,763,972,78.5,14235,4985,10,31,32.3,587,684,85.8,166,257,64.6,1,2.5,-1.5,27,70,28,7,126,857,115,7,4,138,27,68,20,0,0,0,642,126,204,730,126,21,88,4,763,1,12,24,21,42,2.77,33,6,2,1,0,3,0.2,3,0,0,0,0,0,36,21,14,14,8,11,31,35.5,20,272,80,29.4,78,117,77,37,4,0,33,26,20,0,1158,28,234,572,427,31,1044,18,28,64.3,18,0,803,3397,1712,848,764,90.1,23,17,24,2,3,0,0,0,159,4,14,22.2
362,Darren Mattocks\Darren-Mattocks,jm JAM,FW,D.C. United,27,1990,25,14,1273,10,0,0,1,3,0,0.71,0,0.71,0.71,0.71,8.1,7.4,1.5,0.57,0.11,0.68,0.52,0.63,0,1,38,18,0,47.4,2.69,1.27,0.26,0.56,8.1,7.4,0.19,1.9,2.6,211,298,70.8,2988,512,11,23,47.8,176,233,75.5,24,42,57.1,0,1.5,-1.5,12,10,5,0,16,273,25,1,1,51,4,5,0,0,0,0,219,40,39,27,237,18,3,1,211,0,6,12,10,28,1.98,15,0,10,0,3,5,0.35,1,0,3,0,1,0,8,7,4,2,2,0,9,0,9,254,55,21.7,6,101,147,7,0,0,7,2,9,0,452,13,34,184,257,88,428,30,49,61.2,34,3,343,1882,1026,645,338,52.4,23,25,18,22,6,1,0,0,51,17,33,34
363,Aaron Maund\Aaron-Maund,tt TRI,DF,Vancouver,27,1990,10,10,900,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0.02,0,0.02,0.02,0.02,0,0,2,0,0,0,0.2,0,0,,0.2,0.2,0.12,-0.2,-0.2,230,288,79.9,5089,2195,2,9,22.2,154,177,87,74,102,72.5,0,0,0,0,14,0,0,15,275,13,11,1,22,9,0,0,0,0,0,188,27,73,72,176,26,2,0,230,1,10,0,6,4,0.4,4,0,0,0,0,1,0.1,1,0,0,0,0,0,8,7,7,1,0,5,8,62.5,3,42,7,16.7,39,2,1,24,14,0,10,23,48,1,379,93,269,118,9,8,366,1,1,100,1,0,191,885,500,187,185,98.9,0,2,6,3,0,0,0,1,88,19,8,70.4
364,Jimmy Maurer\Jimmy-Maurer,us USA,GK,FC Dallas,29,1988,13,13,1170,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,0,0,278,389,71.5,8889,5331,1,2,50,121,121,100,156,266,58.6,0,0,0,0,5,0,0,0,267,122,22,0,32,9,0,0,0,0,0,196,20,173,240,73,0,0,71,278,3,14,0,1,1,0.08,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,1,0,0,0,0,0,0,0,1,0,414,368,414,0,0,0,292,0,0,,0,0,197,879,467,177,176,99.4,0,0,1,4,0,0,1,0,56,0,0,
