Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,Gls,Ast,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,xG,xA,xG+xA,npxG,npxG+xA,PKMade,PKatt,Sh,SoT,FK,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,xG,npxG,npxG/Sh,G-xG,np:G-xG,TotCmp,TotAtt,TotCmp%,TotDist,PrgDist,SbortCmp,ShortAtt,ShortCmp%,MedCmp,MedAtt,MedCmp%,LongCmp,LongAtt,LongCmp%,Ast,xA,A-xA,KP,3-Jan,PPA,CrsPA,Prog,Live,Dead,FK,TB,Press,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Cmp,Off,Out,Int,Blocks,SCA,SCA90,PassLive,PassDead,Drib,Sh,Fld,GCA,GCA90,PassLive,PassDead,Drib,Sh,Fld,OG,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Past,Press,Succ,%,Def 3rd,Mid 3rd,Att 3rd,Blocks,Sh,ShSv,Pass,Int,Clr,Err,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Succ,Att,Succ%,#Pl,Megs,Carries,TotDist,PrgDist,Targ,Rec,Rec%,Miscon,Dispos,Fls,Fld,Off,PKwon,PKcon,OG,Recov,AerialWon,AerialLost,AerialWon%
298,Alec Kann\Alec-Kann,us USA,GK,Atlanta,27,1990,1,1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,0,0,26,31,83.9,1005,671,0,0,,8,9,88.9,18,22,81.8,0,0,0,0,2,0,0,0,18,13,3,0,0,1,0,0,0,0,0,13,1,17,26,1,0,0,4,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,35,33,35,0,0,0,22,0,0,,0,0,12,84,46,9,9,100,0,0,0,0,0,0,0,0,4,0,0,
299,Johan Kappelhof\Johan-Kappelhof,nl NED,DF,Chicago,27,1990,29,29,2603,0,2,0,0,9,1,0,0.07,0.07,0,0.07,0.2,0.2,0.3,0.01,0.01,0.02,0.01,0.02,0,0,5,1,0,20,0.17,0.03,0,0,0.2,0.2,0.03,-0.2,-0.2,1115,1384,80.6,24687,7757,10,21,47.6,744,821,90.6,361,542,66.6,2,0.3,1.7,8,74,11,2,63,1334,50,28,3,191,49,9,0,0,0,0,959,106,319,135,1136,71,22,4,1115,7,36,23,11,21,0.73,19,0,0,1,1,7,0.24,6,0,0,1,0,0,51,30,28,22,1,21,47,44.7,26,283,91,32.2,187,92,4,46,18,0,28,67,135,2,1665,163,929,796,78,6,1620,14,17,82.4,15,1,1133,6357,3509,1114,1099,98.7,14,11,40,13,0,0,1,1,224,32,21,60.4
300,Guram Kashia\Guram-Kashia,ge GEO,DF,San Jose,30,1987,12,12,1080,0,0,0,0,3,0,0,0,0,0,0,0.5,0.5,0.2,0.04,0.01,0.05,0.04,0.05,0,0,7,3,0,42.9,0.58,0.25,0,0,0.5,0.5,0.07,-0.5,-0.5,502,614,81.8,11971,4891,4,7,57.1,299,336,89,199,271,73.4,0,0.2,-0.2,4,62,1,0,54,595,19,17,1,83,22,1,0,0,0,0,445,30,139,21,535,44,2,2,502,4,12,9,4,8,0.67,6,0,0,1,1,1,0.08,0,0,0,0,1,0,23,15,17,6,0,9,20,45,11,86,28,32.6,69,15,2,18,8,1,10,37,58,0,740,83,420,354,36,14,725,1,1,100,1,0,454,2853,1846,487,478,98.2,3,4,7,5,1,1,0,0,120,21,16,56.8
301,Aleksandar Katai\Aleksandar-Katai,rs SRB,FWMF,Chicago,26,1991,33,27,2426,12,3,0,0,6,0,0.45,0.11,0.56,0.45,0.56,7.5,7.5,4.8,0.28,0.18,0.46,0.28,0.46,0,0,97,39,11,40.2,3.6,1.45,0.12,0.31,7.5,7.5,0.08,4.5,4.5,711,977,72.8,12166,2890,9,57,15.8,582,719,80.9,120,201,59.7,3,4.8,-1.8,34,45,38,10,96,879,98,14,3,192,39,92,42,0,0,2,682,123,172,180,710,38,31,9,711,10,27,23,58,82,3.04,45,12,13,8,4,9,0.33,4,1,2,0,2,0,32,18,10,10,12,10,37,27,27,523,103,19.7,106,286,131,23,2,0,21,11,11,0,1340,14,123,622,754,132,1240,67,114,58.8,76,1,1055,9429,5916,1300,986,75.8,69,50,41,32,17,2,0,0,159,13,29,31
302,Mark-Anthony Kaye\Mark-Anthony-Kaye,ca CAN,MF,Los Angeles FC,23,1994,20,20,1573,2,3,0,0,3,0,0.11,0.17,0.29,0.11,0.29,1.9,1.9,2.9,0.12,0.18,0.29,0.12,0.29,0,0,31,10,0,32.3,1.77,0.57,0.06,0.2,1.9,1.9,0.06,0.1,0.1,802,942,85.1,14217,4368,9,23,39.1,647,727,89,146,192,76,3,2.9,0.1,21,127,12,0,113,927,15,5,3,128,11,7,0,0,0,0,804,68,70,719,177,22,10,2,802,4,11,28,15,41,2.49,37,0,1,1,2,8,0.49,6,0,0,1,1,0,45,33,20,18,7,17,41,41.5,24,306,76,24.8,87,180,39,36,7,0,29,26,11,0,1145,27,186,751,284,29,1132,30,39,76.9,32,0,918,4227,2338,902,837,92.8,28,32,25,13,2,0,0,0,163,16,10,61.5
303,Kim Kee-hee\Kim-Kee-hee,kr KOR,DF,Seattle,28,1989,29,28,2442,0,0,0,0,4,0,0,0,0,0,0,0.5,0.5,0.7,0.02,0.03,0.04,0.02,0.04,0,0,7,1,0,14.3,0.26,0.04,0,0,0.5,0.5,0.07,-0.5,-0.5,888,1063,83.5,21157,7468,3,10,30,534,600,89,351,453,77.5,0,0.7,-0.7,8,73,7,0,66,1025,38,31,2,119,56,2,0,0,0,0,781,84,198,64,907,69,7,6,888,3,26,6,13,14,0.52,13,1,0,0,0,0,0,0,0,0,0,0,0,43,31,26,15,2,10,31,32.3,21,209,58,27.8,140,64,5,33,16,0,17,58,134,0,1328,183,826,538,71,15,1293,7,7,100,7,1,780,4902,2823,803,789,98.3,6,9,26,13,0,0,0,0,242,20,27,42.6
304,Dane Kelly\Dane-Kelly,jm JAM,MF,D.C. United,26,1991,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,0,0,2,2,100,38,31,0,0,,1,1,100,1,1,100,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,,0,0,2,14,14,2,2,100,0,0,0,0,0,0,0,0,0,0,0,
305,Jon Kempin\Jon-Kempin,us USA,GK,Columbus,24,1993,5,5,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,0,0,113,146,77.4,3082,1814,0,0,,69,70,98.6,44,76,57.9,0,0,0,0,2,0,0,0,104,42,6,0,17,2,0,0,0,0,0,85,6,55,7,110,0,0,21,113,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,1,0,0,156,148,156,0,0,0,114,0,0,,0,0,86,417,188,64,64,100,0,0,0,0,0,0,0,0,27,0,0,
306,Perry Kitchen\Perry-Kitchen,us USA,MF,LA Galaxy,25,1992,31,27,2337,0,0,0,0,7,0,0,0,0,0,0,0.8,0.8,0.1,0.03,0,0.04,0.03,0.04,0,0,11,1,0,9.1,0.42,0.04,0,0,0.8,0.8,0.07,-0.8,-0.8,980,1135,86.3,17968,4322,9,28,32.1,766,832,92.1,205,275,74.5,0,0.1,-0.1,6,100,10,0,85,1099,36,30,2,165,22,3,2,0,0,0,899,89,147,171,885,48,4,5,980,6,14,14,20,23,0.89,20,0,1,1,1,3,0.12,3,0,0,0,0,0,61,45,27,25,9,20,44,45.5,24,600,125,20.8,248,294,58,32,11,0,21,30,43,0,1351,59,332,897,178,21,1317,15,16,93.8,15,1,901,3736,1482,902,848,94,18,17,49,18,0,0,1,0,279,27,16,62.8
307,Emrah Klimenta\Emrah-Klimenta,me MNE,DF,LA Galaxy,26,1991,2,2,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,0,0,70,86,81.4,1251,503,0,1,0,52,59,88.1,18,26,69.2,0,0,0,0,6,1,0,7,75,11,1,0,3,0,1,0,0,0,0,59,13,14,3,70,3,10,0,70,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,5,0,1,2,6,33.3,4,49,13,26.5,22,20,7,1,1,0,0,1,2,0,99,5,22,59,23,1,89,1,1,100,1,0,66,206,94,67,62,92.5,1,3,1,1,0,0,0,0,16,0,0,
308,Sacha Kljestan\Sacha-Kljestan,us USA,MFFW,Orlando City,32,1985,30,29,2518,6,5,2,3,4,0,0.21,0.18,0.39,0.14,0.32,6.5,4.2,5.9,0.23,0.21,0.44,0.15,0.36,2,3,42,14,9,33.3,1.5,0.5,0.1,0.29,6.5,4.2,0.1,-0.5,-0.2,1302,1597,81.5,22366,5877,21,56,37.5,1057,1229,86,224,312,71.8,5,5.9,-0.9,74,121,44,4,176,1455,142,40,9,294,40,60,60,0,0,0,1204,196,197,353,1140,62,21,5,1302,16,14,35,47,125,4.47,105,15,2,0,2,9,0.32,8,0,0,0,0,1,24,15,7,8,9,9,28,32.1,19,430,98,22.8,69,223,138,14,1,0,13,9,19,0,1808,27,213,881,833,97,1662,25,37,67.6,26,1,1313,6530,3353,1652,1388,84,44,26,22,29,3,0,0,0,191,21,22,48.8
309,Brad Knighton\Brad-Knighton,us USA,GK,New England,32,1985,7,7,630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,0,0,117,194,60.3,5167,3686,0,0,,33,33,100,84,161,52.2,0,0,0,0,11,0,0,0,128,66,21,0,7,12,0,0,0,0,0,65,3,126,13,145,0,0,27,117,0,11,1,1,2,0.29,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,1,0,0,213,183,213,1,0,0,147,0,0,,0,0,103,669,462,65,65,100,0,0,0,0,0,0,0,0,39,0,0,
310,Aaron Kovar\Aaron-Kovar,us USA,FWMF,Los Angeles FC,24,1993,11,7,522,0,2,0,0,0,0,0,0.34,0.34,0,0.34,1.3,1.3,1.1,0.22,0.18,0.4,0.22,0.4,0,0,17,6,2,35.3,2.93,1.03,0,0,1.3,1.3,0.07,-1.3,-1.3,176,225,78.2,2754,541,0,7,0,155,179,86.6,21,39,53.8,2,1.1,0.9,7,5,4,1,16,202,23,5,1,42,6,20,15,0,0,0,181,16,28,157,54,7,3,2,176,1,1,7,11,15,2.59,9,2,2,1,1,3,0.52,3,0,0,0,0,0,11,5,7,2,2,5,16,31.3,11,141,28,19.9,39,61,41,6,0,0,6,4,2,0,304,2,32,121,172,27,281,11,18,61.1,12,0,237,1332,745,280,228,81.4,9,17,8,7,2,0,0,0,26,2,4,33.3
311,Kevin Kratz\Kevin-Kratz,de GER,MFFW,Atlanta,31,1987,27,2,519,2,0,0,0,0,0,0.35,0,0.35,0.35,0.35,1,1,0.4,0.17,0.08,0.25,0.17,0.25,0,0,10,7,6,70,1.73,1.21,0.2,0.29,1,1,0.1,1,1,304,343,88.6,5888,1468,2,5,40,229,248,92.3,73,90,81.1,0,0.4,-0.4,11,47,2,0,36,325,18,4,1,22,15,19,13,0,0,0,285,15,43,47,281,10,1,2,304,0,3,2,4,21,3.64,15,2,1,3,0,5,0.87,4,0,0,1,0,0,15,7,7,6,2,3,17,17.6,14,81,21,25.9,37,37,7,10,0,0,10,4,9,0,410,17,81,238,109,3,386,4,4,100,4,0,278,1046,481,293,277,94.5,5,5,13,3,1,0,1,0,63,3,5,37.5
312,Damir Kreilach\Damir-Kreilach,hr CRO,MFFW,Real Salt Lake,28,1989,33,31,2779,12,4,0,0,5,0,0.39,0.13,0.52,0.39,0.52,8.6,8.6,2.2,0.28,0.07,0.35,0.28,0.35,0,0,66,26,1,39.4,2.14,0.84,0.18,0.46,8.6,8.6,0.13,3.4,3.4,1233,1506,81.9,23498,5174,18,41,43.9,929,1072,86.7,286,393,72.8,4,2.2,1.8,36,137,22,1,125,1462,44,23,8,306,57,12,1,0,0,0,1049,203,254,161,1169,102,4,11,1233,8,27,26,17,75,2.43,66,1,4,2,2,10,0.32,8,0,2,0,0,0,45,27,19,20,6,16,46,34.8,30,500,110,22,95,248,157,31,12,0,19,16,46,0,1824,56,301,1140,468,78,1784,11,19,57.9,13,1,1277,5190,2511,1691,1416,83.7,45,30,37,43,14,0,1,0,204,71,72,49.7
313,Ken Krolicki\Ken-Krolicki,us USA,MF,Montreal,21,1996,24,18,1585,0,0,0,0,5,0,0,0,0,0,0,1.2,1.2,0.4,0.07,0.02,0.09,0.07,0.09,0,0,11,3,0,27.3,0.62,0.17,0,0,1.2,1.2,0.11,-1.2,-1.2,500,611,81.8,8396,1640,12,33,36.4,421,481,87.5,67,97,69.1,0,0.4,-0.4,9,38,7,2,43,600,11,6,2,70,7,15,0,0,0,0,490,64,57,65,501,32,5,4,500,3,15,8,26,23,1.31,21,0,0,0,2,0,0,0,0,0,0,0,0,35,26,12,16,7,13,31,41.9,18,438,119,27.2,129,244,65,14,3,0,11,18,17,1,781,22,137,438,265,22,771,12,22,54.5,14,0,578,3145,1315,650,544,83.7,29,21,17,30,0,0,2,0,137,7,14,33.3
314,Ethan Kutler\Ethan-Kutler,us USA,DF,NY Red Bulls,22,1995,4,1,102,0,1,0,0,0,0,0,0.88,0.88,0,0.88,0,0,0.5,0.02,0.42,0.45,0.02,0.45,0,0,1,0,0,0,0.88,0,0,,0,0,0.03,0,0,58,73,79.5,1108,757,0,3,0,41,46,89.1,17,24,70.8,1,0.5,0.5,3,9,4,3,15,59,14,2,1,12,0,3,0,0,0,0,37,19,17,7,52,2,12,0,58,0,2,1,1,7,6.18,6,1,0,0,0,2,1.76,2,0,0,0,0,0,4,3,2,2,0,2,5,40,3,30,8,26.7,11,17,2,0,0,0,0,1,3,0,84,2,22,47,20,0,70,2,2,100,2,0,55,227,130,54,43,79.6,0,2,1,1,0,0,0,0,18,1,6,14.3
315,Wan Kuzain\Wan-Kuzain,my MAS,MF,Sporting KC,19,1998,6,3,310,1,0,0,0,1,0,0.29,0,0.29,0.29,0.29,0.3,0.3,0,0.08,0,0.08,0.08,0.08,0,0,5,2,0,40,1.45,0.58,0.2,0.5,0.3,0.3,0.06,0.7,0.7,121,130,93.1,2093,367,0,0,,103,107,96.3,18,23,78.3,0,0,0,0,8,3,0,13,127,3,0,1,29,1,3,0,0,0,0,115,8,7,100,29,0,0,1,121,0,1,1,0,5,1.45,5,0,0,0,0,1,0.29,1,0,0,0,0,0,2,0,1,0,1,1,3,33.3,2,95,20,21.1,19,49,27,0,0,0,0,1,0,0,155,1,15,77,67,10,152,0,1,0,0,0,127,570,277,139,121,87.1,4,5,4,5,0,0,0,0,25,0,2,0
316,Connor Lade\Connor-Lade,us USA,DF,NY Red Bulls,28,1989,21,15,1318,0,1,0,0,3,0,0,0.07,0.07,0,0.07,0.3,0.3,2.4,0.02,0.16,0.18,0.02,0.18,0,0,6,0,0,0,0.41,0,0,,0.3,0.3,0.05,-0.3,-0.3,474,680,69.7,8217,4396,9,21,42.9,379,480,79,86,179,48,1,2.4,-1.4,13,40,15,3,122,492,188,15,1,75,5,18,1,0,0,0,310,166,204,123,315,63,171,5,474,6,28,19,16,20,1.37,16,2,0,0,2,2,0.14,2,0,0,0,0,0,52,25,23,21,8,24,58,41.4,34,263,84,31.9,148,98,17,32,4,0,28,46,52,0,866,47,273,425,201,17,683,4,9,44.4,4,0,349,1501,831,364,334,91.8,8,10,25,20,0,0,0,0,169,7,18,28
317,Roland Lamah\Roland-Lamah,be BEL,FWMF,FC Dallas,30,1987,29,21,1859,8,5,0,1,4,0,0.39,0.24,0.63,0.39,0.63,5.4,4.6,3.7,0.26,0.18,0.44,0.23,0.41,0,1,33,12,0,36.4,1.6,0.58,0.24,0.67,5.4,4.6,0.14,2.6,3.4,517,705,73.3,8957,2930,13,30,43.3,418,533,78.4,86,142,60.6,5,3.7,1.3,36,42,36,6,92,682,23,2,9,168,25,26,3,0,0,0,476,97,132,418,187,60,15,5,517,4,8,19,26,68,3.33,62,1,2,0,3,13,0.64,9,0,2,0,2,0,18,15,7,7,4,4,16,25,12,260,48,18.5,66,141,53,16,3,0,13,15,29,0,931,37,167,411,442,98,907,25,42,59.5,26,1,678,4556,2580,893,666,74.6,42,39,14,26,16,0,0,0,142,30,34,46.9
318,Matt Lampson\Matt-Lampson,us USA,GK,Minnesota,28,1989,9,9,810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,0,0,172,246,69.9,5191,3197,0,0,,79,79,100,93,167,55.7,0,0,0,0,1,0,0,0,167,79,18,0,22,7,1,0,0,0,0,119,16,111,20,164,0,0,46,172,1,8,0,0,1,0.11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,1,0,1,269,235,268,2,0,0,191,0,0,,0,0,125,622,388,98,97,99,0,0,0,2,0,0,0,0,45,0,0,
319,Jeff Larentowicz\Jeff-Larentowicz,us USA,MFDF,Atlanta,34,1983,34,33,2769,1,2,0,0,6,0,0.03,0.07,0.1,0.03,0.1,1.6,1.6,0.3,0.05,0.01,0.06,0.05,0.06,0,0,23,4,0,17.4,0.75,0.13,0.04,0.25,1.6,1.6,0.07,-0.6,-0.6,1323,1499,88.3,27722,6580,15,30,50,933,1017,91.7,375,452,83,2,0.3,1.7,7,131,2,1,81,1442,57,49,0,97,41,4,0,0,0,0,1222,85,192,155,1203,89,8,16,1323,1,11,11,19,20,0.65,18,1,0,1,0,1,0.03,1,0,0,0,0,0,61,32,25,32,4,12,56,21.4,44,404,104,25.7,183,194,27,44,19,0,25,48,62,0,1740,86,646,1011,178,21,1686,4,12,33.3,5,0,1098,4493,1909,1113,1096,98.5,5,10,37,14,1,0,0,0,374,36,18,66.7
320,Richie Laryea\Richie-Laryea,ca CAN,MFFW,Orlando City,23,1995,9,2,258,0,0,0,0,2,0,0,0,0,0,0,0.3,0.3,0.2,0.1,0.08,0.18,0.1,0.18,0,0,5,0,0,0,1.74,0,0,,0.3,0.3,0.06,-0.3,-0.3,80,95,84.2,1262,256,1,4,25,69,80,86.3,10,11,90.9,0,0.2,-0.2,2,4,4,1,7,92,3,1,0,8,1,1,0,0,0,0,88,5,2,20,71,4,0,0,80,0,1,0,4,7,2.44,4,0,0,2,1,2,0.7,0,0,0,1,1,0,9,6,5,4,0,3,9,33.3,6,84,26,31,25,41,18,3,0,0,3,2,1,0,140,2,24,48,76,17,138,2,3,66.7,2,0,113,625,346,133,99,74.4,7,7,4,11,3,1,0,0,23,0,4,0
321,Ariel Lassiter\Ariel-Lassiter,us USA,FWMF,LA Galaxy,23,1994,7,1,92,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,,3,,,,2.93,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,
322,Kemar Lawrence\Kemar-Lawrence,jm JAM,DF,NY Red Bulls,25,1992,28,27,2436,2,1,0,0,1,0,0.07,0.04,0.11,0.07,0.11,0.7,0.7,1.8,0.02,0.07,0.09,0.02,0.09,0,0,13,5,1,38.5,0.48,0.18,0.15,0.4,0.7,0.7,0.05,1.3,1.3,787,1145,68.7,14086,6509,7,39,17.9,639,792,80.7,141,314,44.9,1,1.8,-0.8,12,51,15,5,159,884,261,8,1,191,15,42,0,0,0,0,583,197,365,683,94,87,253,3,787,1,40,17,46,24,0.89,15,4,2,0,3,5,0.18,2,1,1,0,1,0,59,31,34,19,6,21,33,63.6,12,342,112,32.7,179,121,42,75,11,1,64,57,99,0,1468,118,497,611,408,36,1208,13,28,46.4,14,1,671,3073,1433,651,593,91.1,11,11,17,14,2,0,1,0,315,39,26,60
323,Kelvin Leerdam\Kelvin-Leerdam,nl NED,DF,Seattle,27,1990,26,24,1957,0,4,0,0,4,1,0,0.18,0.18,0,0.18,0.4,0.4,2.9,0.02,0.13,0.15,0.02,0.15,0,0,11,2,0,18.2,0.51,0.09,0,0,0.4,0.4,0.04,-0.4,-0.4,791,1093,72.4,14686,5583,0,23,0,643,774,83.1,148,296,50,4,2.9,1.1,19,49,40,13,156,919,174,7,4,150,39,72,7,0,0,0,655,154,284,62,797,48,160,3,791,6,29,17,39,49,2.25,42,4,1,1,1,6,0.28,6,0,0,0,0,0,39,25,23,9,7,10,27,37,17,219,59,26.9,111,76,32,21,5,1,16,23,54,1,1300,65,275,550,543,48,1128,15,27,55.6,16,0,837,4030,2163,936,838,89.5,30,28,19,9,0,0,0,0,148,33,21,61.1
324,Michael de Leeuw\Michael-de-Leeuw,nl NED,FWMF,Chicago,31,1986,9,5,451,2,1,0,0,1,0,0.4,0.2,0.6,0.4,0.6,2.4,2.4,0.5,0.48,0.1,0.58,0.48,0.58,0,0,8,2,0,25,1.6,0.4,0.25,1,2.4,2.4,0.3,-0.4,-0.4,90,128,70.3,1628,383,1,5,20,72,90,80,17,33,51.5,1,0.5,0.5,3,7,3,0,10,124,4,1,0,19,1,3,0,0,0,0,91,17,20,18,94,9,3,1,90,0,5,1,4,5,1,5,0,0,0,0,2,0.4,2,0,0,0,0,0,15,9,7,6,2,4,11,36.4,7,90,18,20,25,45,20,11,1,1,10,6,3,0,183,6,39,88,63,16,180,2,4,50,2,0,105,504,241,153,118,77.1,9,6,14,8,4,0,0,0,27,5,7,41.7
325,Brooks Lennon\Brooks-Lennon,us USA,DF,Real Salt Lake,20,1997,33,32,2847,0,4,0,0,7,0,0,0.13,0.13,0,0.13,0.4,0.4,2.9,0.01,0.09,0.1,0.01,0.1,0,0,8,3,0,37.5,0.25,0.09,0,0,0.4,0.4,0.05,-0.4,-0.4,1634,1976,82.7,31526,10877,12,35,34.3,1283,1406,91.3,339,535,63.4,4,2.9,1.1,38,106,40,19,193,1653,323,35,2,312,98,92,1,0,0,0,1212,336,428,66,1527,80,287,6,1634,13,36,33,32,65,2.05,54,4,4,2,1,7,0.22,7,0,0,0,0,0,48,25,21,25,2,26,57,45.6,31,408,107,26.2,245,112,51,32,8,0,24,47,81,2,2226,103,737,1099,588,24,1914,36,54,66.7,39,0,1491,9777,6093,1562,1443,92.4,29,18,24,13,1,0,0,0,265,24,17,58.5
326,Leonardo\Leonardo,br BRA,DF,Houston,29,1988,24,19,1773,1,0,0,0,4,0,0.05,0,0.05,0.05,0.05,0.3,0.3,0.1,0.01,0,0.02,0.01,0.02,0,0,6,2,0,33.3,0.3,0.1,0.17,0.5,0.3,0.3,0.05,0.7,0.7,727,844,86.1,18025,6010,3,10,30,419,473,88.6,305,361,84.5,0,0.1,-0.1,2,41,0,0,41,826,18,16,0,106,52,0,0,0,0,0,649,58,137,178,595,50,2,2,727,1,14,7,9,5,0.25,5,0,0,0,0,0,0,0,0,0,0,0,0,33,18,25,8,0,11,26,42.3,15,149,45,30.2,105,41,3,30,11,0,19,34,91,0,1025,106,646,430,25,15,1008,2,2,100,2,0,628,3890,2159,662,649,98,3,2,31,7,3,0,0,0,166,39,21,65
327,Brett Levis\Brett-Levis,ca CAN,DF,Vancouver,24,1993,14,13,953,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0.06,0.06,0,0.06,0,0,1,0,0,0,0.09,0,0,,0,0,0.03,0,0,389,516,75.4,7637,3744,2,11,18.2,299,367,81.5,88,138,63.8,0,0.6,-0.6,8,47,12,5,85,408,108,11,1,51,8,23,0,0,0,0,275,91,150,320,50,38,97,2,389,3,10,12,15,9,0.85,8,1,0,0,0,0,0,0,0,0,0,0,0,33,19,27,5,1,12,30,40,18,137,38,27.7,106,25,6,26,4,0,22,38,46,1,653,59,234,313,150,5,549,14,19,73.7,15,0,337,1805,1162,321,307,95.6,5,12,12,8,0,0,0,0,110,15,13,53.6
328,Jonathan Lewis\Jonathan-Lewis,us USA,FWMF,NYCFC,20,1997,14,0,232,1,2,0,0,0,0,0.39,0.78,1.16,0.39,1.16,1.2,1.2,1.6,0.46,0.63,1.08,0.46,1.08,0,0,10,2,0,20,3.88,0.78,0.1,0.5,1.2,1.2,0.12,-0.2,-0.2,71,98,72.4,1215,291,3,5,60,55,76,72.4,13,17,76.5,2,1.6,0.4,9,3,7,4,13,92,6,0,0,21,4,9,1,0,0,0,68,13,17,15,72,5,5,0,71,2,3,2,4,19,7.37,15,0,4,0,0,4,1.55,3,0,1,0,0,0,5,2,2,2,1,0,1,0,1,70,15,21.4,11,37,22,2,0,0,2,2,2,0,142,0,14,46,91,32,136,6,8,75,6,0,109,892,636,131,97,74,7,12,5,2,1,0,0,0,25,1,6,14.3
329,Grant Lillard\Grant-Lillard,us USA,DF,Chicago,22,1995,8,6,564,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,0,0,254,324,78.4,5092,1962,1,7,14.3,195,221,88.2,58,96,60.4,0,0,0,0,11,0,0,11,320,4,4,0,72,7,0,0,0,0,0,221,32,71,196,102,19,0,2,254,4,5,2,7,2,0.32,2,0,0,0,0,0,0,0,0,0,0,0,0,12,8,8,4,0,8,10,80,2,68,22,32.4,51,16,1,11,5,0,6,16,42,1,401,50,239,175,8,3,397,3,4,75,4,0,243,1318,699,246,242,98.4,2,1,3,0,0,0,0,0,71,10,7,58.8
330,Nick Lima\Nick-Lima,us USA,DF,San Jose,23,1994,34,34,3048,2,2,0,0,2,0,0.06,0.06,0.12,0.06,0.12,0.5,0.5,2.6,0.01,0.08,0.09,0.01,0.09,0,0,18,6,0,33.3,0.53,0.18,0.11,0.33,0.5,0.5,0.03,1.5,1.5,1280,1690,75.7,26205,8827,7,38,18.4,944,1092,86.4,329,560,58.8,2,2.6,-0.6,29,67,33,19,180,1365,325,23,2,269,63,126,0,0,0,0,959,281,450,192,1119,50,302,5,1280,4,46,23,45,47,1.39,39,5,2,0,1,4,0.12,4,0,0,0,0,0,57,25,42,12,3,27,52,51.9,25,494,122,24.7,344,101,49,84,19,3,65,71,118,1,2136,154,696,961,619,32,1822,49,90,54.4,53,0,1301,7815,4552,1345,1201,89.3,35,41,22,53,4,0,0,0,302,36,33,52.2
331,Cameron Lindley\Cameron-Lindley,us USA,MF,Orlando City,20,1997,3,3,200,0,0,0,0,1,0,0,0,0,0,0,0,0,0.1,0.02,0.04,0.05,0.02,0.05,0,0,2,0,0,0,0.9,0,0,,0,0,0.02,0,0,116,148,78.4,2635,842,2,4,50,79,97,81.4,35,47,74.5,0,0.1,-0.1,3,15,0,0,21,140,8,7,0,15,5,1,0,0,0,0,101,18,29,26,115,6,1,0,116,0,4,7,1,3,1.35,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,37,12,32.4,15,18,4,2,0,0,2,3,1,0,153,4,33,96,31,1,147,0,1,0,0,0,105,316,166,110,102,92.7,0,0,2,3,0,0,0,0,39,0,1,0
