Rk,Player,Nation,Pos,Squad,Born,Min,CrdY,Ast,G-PK,xG,xA,npxG,npxG+xA,Sh/90,SoT/90,G/SoT,TotCmp%,TotDist,PrgDist,ShortCmp%,MedCmp%,LongCmp%,Prog,Live,Dead,TB,Press,Sw,Crs,Ground,Low,High,Left,Right
342,Sebastian Lletget\Sebastian-Lletget,us USA,MFFW,LA Galaxy,1992,2314,4,0.19,0.12,0.09,0.13,0.09,0.22,1.28,0.43,0.27,87.8,22070,4693,56.4,93.3,72.2,121,1370,65,2,211,50,75,1064,179,192,286,1096
343,Robin Lod\Robin-Lod,fi FIN,FWMF,Minnesota,1993,582,0,0,0,0.18,0.04,0.18,0.22,2.01,0.77,0,82.3,2945,705,27.3,89.2,70,18,204,5,0,42,5,7,162,26,21,143,55
344,Nicolás Lodeiro\Nicolas-Lodeiro,uy URU,MF,Seattle,1989,2498,7,0.25,0.18,0.23,0.35,0.17,0.52,1.84,0.58,0.31,73.8,29970,9564,23.8,83.8,58.7,307,1786,314,13,375,106,226,1366,264,470,1709,276
345,Aaron Long\Aaron-Long,us USA,DF,NY Red Bulls,1992,2115,3,0,0.09,0.07,0.02,0.07,0.09,0.77,0.21,0.4,70.3,11422,5579,23.1,82.7,49.8,90,741,64,0,155,5,0,380,101,324,143,486
346,Marcos López\Marcos-Lopez,pe PER,DF,San Jose,1999,1162,7,0,0,0.05,0.12,0.05,0.17,0.77,0.31,0,80.5,12352,3823,14.3,86.7,68.3,67,642,107,1,148,26,36,445,135,169,546,85
347,Marvin Loría\Marvin-Loria,cr CRC,FW,Portland,1997,705,3,0,0.26,0.14,0.1,0.14,0.24,2.68,1.66,0.15,81.9,4543,949,28.6,87.3,69,24,294,21,1,41,17,22,224,37,54,257,39
348,Daniel Lovitz\Daniel-Lovitz,us USA,DF,Montreal,1991,2520,5,0.04,0,0.02,0.07,0.02,0.09,0.46,0.21,0,73.8,22324,8566,17.2,83.8,53,171,1284,272,2,193,27,71,823,334,399,945,248
349,Jorge Luis Corrales\Jorge-Luis-Corrales,cu CUB,DF,Chicago,1991,1034,4,0,0,0,0.04,0,0.04,0.17,0,,82.3,8625,3332,33.3,92.4,53.9,70,495,91,1,89,6,14,395,90,101,372,110
350,Jorge Luis Corrales\Jorge-Luis-Corrales,cu CUB,DF,Montreal,1991,101,0,0.89,0,0,0.09,0,0.09,0,0,,78.7,1050,364,33.3,81.8,76.5,7,64,11,0,13,0,1,52,8,15,53,10
351,Everton Luiz\Everton-Luiz,br BRA,MF,Real Salt Lake,1988,2107,8,0.09,0,0.03,0.04,0.03,0.08,0.38,0.09,0,86.7,14637,3335,47.8,89,82.7,59,877,39,1,139,18,2,682,120,114,35,808
352,Adam Lundqvist\Adam-Lundqvist,se SWE,DF,Houston,1994,2388,4,0.11,0,0.01,0.17,0.01,0.17,0.23,0,,75,20450,6972,17.6,88.3,50.1,172,1094,316,2,187,73,156,809,253,348,1058,95
353,Larrys Mabiala\Larrys-Mabiala,cd COD,DF,Portland,1987,1901,7,0,0.09,0.08,0,0.08,0.09,0.99,0.38,0.25,85.6,15946,5447,28.6,88.8,81.7,49,814,21,0,102,19,0,629,91,115,118,654
354,Gary Mackay-Steven\Gary-Mackay-Steven,sco SCO,FWMF,NYCFC,1990,527,0,0.17,0.17,0.34,0.18,0.34,0.52,2.9,1.2,0.14,76.5,2339,637,30,83,64.7,24,175,4,1,41,5,13,127,24,28,134,36
355,Zac MacMath\Zac-MacMath,us USA,GK,Vancouver,1991,720,3,0,0,0,0,0,0,0,0,,68,6854,3671,,99,53.9,0,214,102,0,17,16,0,147,19,150,38,214
356,Connor Maloney\Connor-Maloney,us USA,DF,Columbus,1995,795,1,0,0,0.02,0.02,0.02,0.03,0.45,0.11,0,79.5,5001,2283,66.7,84.5,63.2,54,280,67,0,43,2,8,192,73,82,82,177
357,Michael Mancienne\Michael-Mancienne,eng ENG,DF,New England,1988,1191,5,0,0.08,0.02,0,0.02,0.02,0.15,0.08,1,85.5,9934,3235,66.7,87.7,82.4,42,492,18,0,55,20,0,343,63,104,44,389
358,Carter Manley\Carter-Manley,us USA,DF,Minnesota,1996,90,0,0,0,0,0,0,0,0,0,,65.1,445,218,0,78.1,37.5,5,31,12,0,13,0,1,26,9,8,4,27
359,Kekuta Manneh\Kekuta-Manneh,us USA,FWMF,FC Cincinnati,1994,1499,0,0.18,0.24,0.16,0.14,0.16,0.3,1.74,0.6,0.4,75,5822,1186,34.4,82.7,53.8,43,485,15,0,90,13,30,355,72,73,88,381
360,Vito Mannone\Vito-Mannone,it ITA,GK,Minnesota,1988,3060,0,0,0,0,0.01,0,0.01,0,0,,61.2,22512,15694,80,98.7,46.2,0,673,411,2,60,21,0,442,38,604,44,766
361,Mauro Manotas\Mauro-Manotas,co COL,FW,Houston,1995,2530,1,0.25,0.43,0.52,0.21,0.47,0.68,3.06,1,0.43,78.5,8421,1572,38.6,83.9,68.5,53,600,79,7,174,14,7,494,122,63,48,564
362,Paul Marie\Paul-Marie,fr FRA,DF,San Jose,1995,349,1,0.26,0,0.12,0.11,0.12,0.22,1.55,0.77,0,76.5,2254,890,42.9,84.6,55.6,24,134,32,0,26,1,11,106,29,31,11,123
363,Chad Marshall\Chad-Marshall,us USA,DF,Seattle,1984,720,0,0,0,0.05,0.06,0.05,0.1,0.5,0.12,0,89.8,7484,2681,0,91.4,88.3,16,361,10,0,44,11,1,289,42,40,62,266
364,Collin Martin\Collin-Martin,us USA,MF,Minnesota,1994,184,0,0.49,0,0.01,0.14,0.01,0.15,0.49,0,,85.6,1889,455,33.3,87.3,86.7,9,99,5,0,15,1,2,83,7,14,19,78
365,Cristian Martínez\Cristian-Martinez,pa PAN,MFFW,Chicago,1997,55,0,0,0,0.14,0.08,0.14,0.21,4.91,1.64,0,78.4,618,169,0,84.6,70,9,34,3,0,6,4,8,24,6,7,1,33
366,Douglas Martinez\Douglas-Martinez,hn HON,FW,Real Salt Lake,1997,63,0,0,0,0.08,0,0.08,0.08,1.43,0,,79.2,267,10,50,84.2,66.7,0,22,2,0,6,0,1,15,8,1,0,20
367,Josef Martínez\Josef-Martinez,ve VEN,FW,Atlanta,1993,2578,1,0.1,0.77,0.82,0.1,0.66,0.76,3.77,1.47,0.52,80.7,7972,1352,26.9,83.9,78.2,46,557,66,5,115,10,3,461,117,45,112,458
368,Tomás Martínez\Tomas-Martinez,ar ARG,MFFW,Houston,1995,2313,2,0.08,0.19,0.14,0.1,0.14,0.24,2.06,0.39,0.5,80.5,15761,4303,30.6,88.3,66.1,125,987,49,8,212,38,40,747,136,153,906,101
369,Luís Martins\Luis-Martins,pt POR,DF,Sporting KC,1992,830,2,0,0,0.02,0.07,0.02,0.08,0.65,0.33,0,75.4,6616,2623,8.3,84.4,58,72,410,85,1,76,7,39,291,106,98,367,23
370,Rónald Matarrita\Ronald-Matarrita,cr CRC,DF,NYCFC,1994,1973,7,0.05,0.05,0.08,0.12,0.08,0.2,1.23,0.27,0.17,77.8,19297,8019,30,88.6,56.4,186,1096,243,3,180,48,113,770,225,344,977,140
371,Darren Mattocks\Darren-Mattocks,jm JAM,FW,FC Cincinnati,1990,1273,0,0.21,0.14,0.25,0.17,0.19,0.36,1.91,0.57,0.25,73.9,3396,720,33.3,76.9,68.9,27,263,28,3,57,4,5,204,55,32,39,216
372,Jimmy Maurer\Jimmy-Maurer,us USA,GK,FC Dallas,1988,180,0,0,0,0,0,0,0,0,0,,78.7,1413,710,,100,67.5,0,38,23,0,3,1,0,37,4,20,33,17
373,Chris Mavinga\Chris-Mavinga,cd COD,DF,Toronto FC,1991,2112,5,0.04,0,0,0.01,0,0.01,0.13,0.04,0,89.8,21341,6892,50,94.6,80.9,87,1102,50,0,141,25,6,893,128,131,959,114
374,Olivier Mbaissidara\Olivier-Mbaissidara,cm CMR,DF,Philadelphia,1997,196,0,0.46,0,0.05,0.15,0.05,0.2,0.92,0,,71.9,1346,394,25,83.7,37.5,9,93,21,1,8,4,18,56,32,26,5,81
375,Thomas McCabe\Thomas-McCabe,us USA,MF,FC Cincinnati,1998,247,0,0,0,0.04,0,0.04,0.04,0.36,0,,88.7,2394,605,0,92.9,81.8,11,133,0,0,20,3,0,97,17,19,20,107
376,Chris McCann\Chris-McCann,ie IRL,DFMF,D.C. United,1987,318,0,0,0,0,0,0,0,0,0,,80.9,2405,884,20,87.4,68.4,24,142,20,0,42,2,6,105,30,27,123,9
377,Dax McCarty\Dax-McCarty,us USA,MF,Chicago,1987,2846,4,0.06,0.03,0.07,0.05,0.07,0.12,0.66,0.19,0.17,87.7,32937,9143,53.3,91.1,81.3,203,1871,60,8,254,57,13,1395,234,302,324,1477
378,Brendan McDonough\Brendan-McDonough,us USA,DF,Vancouver,1996,65,0,0,0,0,0,0,0,0,0,,91.9,855,295,,95.2,87.5,0,35,2,0,5,1,0,31,0,6,5,32
379,Mark McKenzie\Mark-McKenzie,us USA,DF,Philadelphia,1999,537,0,0,0,0.01,0,0.01,0.01,0.17,0,,88.5,5357,1711,0,91,85.9,14,274,4,0,31,1,0,226,26,26,113,141
380,Thomas McNamara\Thomas-McNamara,us USA,MFFW,Houston,1991,1540,3,0.18,0.12,0.12,0.09,0.12,0.21,0.99,0.47,0.25,76.3,7525,1977,18.8,85.2,61.5,68,538,28,2,121,20,31,373,110,83,112,430
381,Ryan Meara\Ryan-Meara,us USA,GK,NY Red Bulls,1990,90,0,0,0,0,0,0,0,0,0,,36.7,489,383,,100,29.6,0,15,15,0,0,0,0,4,2,24,0,22
382,Jesús Medina\Jesus-Medina,py PAR,MFFW,NYCFC,1997,734,1,0.12,0.25,0.45,0.12,0.36,0.47,1.84,0.74,0.33,83.4,4550,1127,45.5,89.4,74.2,29,307,12,4,76,8,9,222,54,43,259,42
383,Jimmy Medranda\Jimmy-Medranda,co COL,FWMF,Sporting KC,1994,183,1,0.49,0,0.13,0.09,0.13,0.21,3.93,0.98,0,74.1,1121,345,0,76.4,72,9,79,2,1,19,5,10,51,9,21,67,3
384,Haris Medunjanin\Haris-Medunjanin,ba BIH,MF,Philadelphia,1985,3060,6,0.12,0.03,0.04,0.17,0.04,0.2,1,0.18,0.17,82.6,45998,17430,25,91.3,66.1,393,2397,301,8,363,118,138,1876,271,551,2343,266
385,Lucas Melano\Lucas-Melano,ar ARG,FW,Portland,1993,127,1,0,0,0.16,0.06,0.16,0.23,1.42,0,,70,444,20,25,81.5,55.6,2,35,5,0,12,1,4,26,8,6,1,33
386,Tim Melia\Tim-Melia,us USA,GK,Sporting KC,1986,2880,3,0,0,0,0,0,0,0,0,,75.8,22723,12938,66.7,99.5,59,0,724,328,0,95,41,1,598,71,383,91,769
387,Jhegson Méndez\Jhegson-Mendez,ec ECU,MF,Orlando City,1997,1787,7,0,0,0.03,0.01,0.03,0.04,0.5,0,,90.1,23394,6238,67.7,92.6,83.5,103,1338,49,3,158,35,6,1149,110,128,165,1168
388,Jonathan Mensah\Jonathan-Mensah,gh GHA,DF,Columbus,1990,2152,7,0,0,0.03,0,0.03,0.03,0.33,0.04,0,87.6,23854,9122,30,93.6,77.9,57,1221,44,0,127,29,1,965,130,170,115,1045
389,Justin Meram\Justin-Meram,iq IRQ,DFFW,Atlanta,1988,1265,3,0,0.28,0.15,0.18,0.15,0.34,1.49,0.64,0.44,73.3,8417,2976,14.8,81.5,49.6,76,624,73,2,162,14,47,426,149,122,138,460
390,Justin Meram\Justin-Meram,iq IRQ,FW,Columbus,1988,380,0,0,0,0.12,0.02,0.12,0.14,1.18,0.24,0,72.7,1912,476,0,78,56,14,153,8,0,25,3,13,112,28,21,27,127
391,Romain Métanire\Romain-Metanire,mg MAD,DF,Minnesota,1990,2430,5,0.15,0.04,0.01,0.12,0.01,0.14,0.33,0.07,0.5,73.3,22099,10859,19.3,86.4,51.5,258,1326,294,1,204,43,155,837,346,437,105,1175
392,Nicolás Mezquida\Nicolas-Mezquida,uy URU,MFFW,Colorado,1992,1418,4,0.19,0.19,0.3,0.22,0.25,0.47,3.94,1.46,0.13,75.2,8578,2414,28.6,85.9,55.8,82,564,69,4,115,20,63,384,125,124,52,531
393,Benji Michel\Benji-Michel,ht HAI,FWMF,Orlando City,1997,947,0,0.1,0.48,0.27,0.04,0.27,0.31,1.05,0.86,0.56,71.7,2369,445,11.1,77.6,62.2,15,196,2,0,47,2,5,132,34,32,23,145
394,Djordje Mihailovic\Djordje-Mihailovic,us USA,MF,Chicago,1998,1450,4,0.06,0.19,0.11,0.16,0.11,0.27,1.37,0.43,0.43,79.4,11514,3593,31.3,88.4,60.2,97,705,72,2,121,43,53,500,110,167,94,619
395,Eric Miller\Eric-Miller,us USA,DF,NYCFC,1993,328,2,0,0,0.06,0,0.06,0.06,0.55,0,,81.5,2666,1008,0,82.4,84.8,14,133,24,0,14,2,4,96,36,25,8,120
396,Eric Miller\Eric-Miller,us USA,DF,Minnesota,1993,435,0,0,0,0.06,0.01,0.06,0.07,0.21,0,,79.6,3412,1240,50,86,60.7,22,202,28,0,32,4,9,141,32,57,33,145
397,Kamal Miller\Kamal-Miller,ca CAN,DF,Orlando City,1997,1350,1,0,0,0,0.01,0,0.01,0.07,0,,79.5,10917,4573,33.3,87,65.4,63,598,76,1,80,21,12,439,81,154,483,79
398,Tyler Miller\Tyler-Miller,us USA,GK,Los Angeles FC,1993,2520,1,0,0,0,0,0,0,0,0,,79.2,19222,12135,0,99.7,64.5,4,594,238,0,82,39,0,480,75,277,85,550
399,Alexandru Mitriță\Alexandru-Mitrita,ro ROU,FWMF,NYCFC,1995,2127,2,0.08,0.51,0.33,0.15,0.33,0.47,3.94,1.48,0.34,72.5,9951,4100,27.9,82.7,50.5,157,752,67,10,171,42,60,569,116,134,105,683
400,Wilfried Moimbé\Wilfried-Moimbe,fr FRA,DFFW,Minnesota,1988,335,0,0,0,0.01,0.01,0.01,0.02,0.54,0,,67.7,1721,843,0,83.1,45.7,11,117,16,0,19,1,7,57,31,45,94,12
401,Youness Mokhtar\Youness-Mokhtar,ma MAR,FW,Columbus,1991,440,1,0,0.2,0.23,0.3,0.23,0.53,2.86,1.02,0.2,68.4,2750,961,25,78.9,55.9,33,177,13,2,28,10,17,98,28,64,21,158
402,Kevin Molino\Kevin-Molino,tt TRI,FWMF,Minnesota,1990,907,1,0.4,0.3,0.4,0.32,0.4,0.71,2.78,0.79,0.38,72.9,5635,1885,44.4,81.4,54.4,52,423,20,4,78,11,25,306,61,76,96,319
403,Mohamed El Monir\Mohamed-El-Monir,ly LBY,DF,Los Angeles FC,1992,590,2,0,0.15,0.1,0.2,0.1,0.3,1.68,0.61,0.25,80.3,6330,2390,21.4,85.7,63.9,66,399,64,0,55,11,20,317,103,43,359,32
404,Jamiro Monteiro\Jamiro-Monteiro,cv CPV,MF,Philadelphia,1993,2049,3,0.31,0.09,0.25,0.23,0.15,0.38,1.93,0.75,0.12,86.1,21406,6021,47.5,90,76.7,202,1336,50,9,207,45,40,1142,101,143,128,1226
405,Fredy Montero\Fredy-Montero,co COL,FWMF,Vancouver,1987,2096,1,0.09,0.17,0.33,0.09,0.2,0.29,2.49,0.82,0.21,67.7,8510,2675,35.3,78.1,50.7,84,571,108,2,127,40,70,397,114,168,107,514
406,Drew Moor\Drew-Moor,us USA,DF,Toronto FC,1984,1024,2,0,0,0,0,0,0,0.09,0.09,0,91.6,11878,4589,66.7,93.8,87.7,37,630,15,0,73,13,2,504,86,55,124,481
407,Joseph Mora\Joseph-Mora,cr CRC,DF,D.C. United,1993,1594,3,0.06,0,0.01,0.08,0.01,0.09,0.34,0,,74.5,8851,3996,27.6,85.9,45.3,97,557,157,1,110,13,45,350,145,219,431,80
408,Maximiliano Moralez\Maximiliano-Moralez,ar ARG,MFFW,NYCFC,1987,2431,7,0.44,0.11,0.36,0.36,0.15,0.51,1.59,0.74,0.15,76.5,25564,8380,31.7,85.2,63.9,246,1484,166,28,248,93,117,955,250,445,322,1237
409,Jorge Moreira\Jorge-Moreira,py PAR,DF,Portland,1990,2231,7,0.08,0.08,0.05,0.09,0.05,0.14,1.09,0.24,0.33,76.5,24100,9463,26.2,85.1,63.8,203,1286,219,1,226,77,135,783,343,379,206,1012
410,Amando Moreno\Amando-Moreno,us USA,FWMF,Chicago,1995,82,0,0,0,1.73,0.84,1.73,2.57,6.59,2.2,0,100,297,71,,100,100,2,19,0,1,3,0,1,15,2,2,5,14
411,Junior Moreno\Junior-Moreno,ve VEN,MF,D.C. United,1993,2549,3,0.07,0,0.02,0.08,0.02,0.1,0.46,0.11,0,88.3,27410,7809,57.6,91.3,82.2,140,1660,52,2,263,44,21,1214,291,207,130,1446
412,Ashtone Morgan\Ashtone-Morgan,ca CAN,DFMF,Toronto FC,1991,313,1,0,0.29,0.09,0,0.09,0.09,0.29,0.29,1,77.5,2012,756,16.7,84.9,57.7,18,123,28,0,23,2,8,93,36,22,100,19
413,Jordan Morris\Jordan-Morris,us USA,FW,Seattle,1994,2036,2,0.27,0.44,0.38,0.19,0.38,0.58,1.94,0.84,0.53,77.3,8452,1903,34.4,83.1,61.3,46,650,19,1,151,20,26,470,113,86,68,526
414,Justin Morrow\Justin-Morrow,us USA,DF,Toronto FC,1987,2348,2,0.11,0.04,0.05,0.09,0.05,0.15,0.57,0.19,0.2,83.7,18942,5276,26.5,89.6,64.7,132,1174,176,0,191,24,61,912,224,214,794,320
415,João Moutinho\Joao-Moutinho,pt POR,DF,Orlando City,1998,1220,1,0.15,0,0.05,0.1,0.05,0.15,0.74,0.15,0,74.1,10681,4381,8.3,82.7,51.3,100,681,126,3,102,21,51,451,127,229,591,55
416,Christopher Mueller\Christopher-Mueller,us USA,FWMF,Orlando City,1996,1370,1,0.2,0.33,0.15,0.23,0.15,0.38,2.36,0.79,0.42,73,8238,2211,30,82.7,47.6,75,622,62,4,122,21,71,474,105,105,104,545
417,Georges Mukumbilwa\Georges-Mukumbilwa,ca CAN,MF,Vancouver,1999,10,0,0,0,0,0,0,0,0,0,,33.3,16,0,,50,0,0,3,0,0,1,0,1,2,0,1,0,2
418,Luke Mulholland\Luke-Mulholland,eng ENG,MF,Real Salt Lake,1988,20,0,0,0,0,0,0,0,0,0,,75,179,80,100,71.4,75,2,12,0,0,2,0,0,7,2,3,1,11
419,Patrick Mullins\Patrick-Mullins,us USA,FW,Toronto FC,1992,348,0,0,0.52,0.32,0.07,0.32,0.39,2.59,0.78,0.67,69.1,1121,160,11.1,77.5,64.3,8,87,7,0,22,4,4,51,27,16,51,24
420,Patrick Mullins\Patrick-Mullins,us USA,FWMF,Columbus,1992,202,0,0,0,0.16,0.06,0.16,0.22,1.34,0,,62.8,434,59,33.3,68.6,40,1,41,2,0,14,0,1,20,11,12,21,11
421,Alex Muyl\Alex-Muyl,us USA,FWDF,NY Red Bulls,1995,1398,4,0.13,0.19,0.2,0.16,0.2,0.36,1.55,0.71,0.27,67.7,5950,2433,30.4,77.2,38.5,85,550,66,5,144,14,43,356,128,132,89,403
422,Darlington Nagbe\Darlington-Nagbe,us USA,MF,Atlanta,1990,2822,2,0.13,0.06,0.04,0.12,0.04,0.15,0.67,0.13,0.5,92.5,30665,6440,38.2,94.4,90.8,137,1710,37,5,320,30,1,1491,135,121,85,1609
423,Nani\Nani,pt POR,FWMF,Orlando City,1986,2273,4,0.2,0.36,0.31,0.27,0.16,0.43,2.3,0.79,0.45,76,19044,7032,31.6,85.1,56,225,1203,167,16,258,56,121,855,197,318,152,1114
424,Sean Nealis\Sean-Nealis,us USA,DF,NY Red Bulls,1997,457,1,0,0.2,0.05,0,0.05,0.05,0.39,0.2,1,79.1,1895,882,100,85.4,59.4,10,124,5,0,16,2,0,77,17,35,30,74
425,John Nelson\John-Nelson,us USA,DF,FC Dallas,1998,455,0,0,0,0.02,0.07,0.02,0.1,0.79,0.2,0,82.4,4591,1531,36.4,87.1,73.9,36,259,54,0,27,3,12,211,50,52,198,62
426,Krisztián Németh\Krisztian-Nemeth,hu HUN,FW,Sporting KC,1989,1559,5,0.12,0.46,0.6,0.14,0.56,0.7,2.94,0.98,0.47,79.3,4932,675,46.4,83.4,71.4,27,363,53,2,92,7,4,277,87,52,29,336
427,Jake Nerwinski\Jake-Nerwinski,us USA,DF,Vancouver,1994,2021,1,0,0.04,0.01,0.02,0.01,0.04,0.22,0.04,1,79.8,13884,4992,9.4,86.9,65,92,782,205,1,157,13,41,581,225,181,59,665
428,Michee Ngalina\Michee-Ngalina,cd COD,FWMF,Philadelphia,2000,10,0,0,0,0,0,0,0,0,0,,100,39,12,,100,100,1,2,0,0,0,0,0,1,1,0,0,2
429,Lee Nguyen\Lee-Nguyen,us USA,MF,Los Angeles FC,1986,1178,3,0.31,0,0.08,0.26,0.08,0.34,1.38,0.53,0,87.6,14080,3214,40,91.5,77.5,96,877,41,7,143,18,13,734,111,73,56,842
430,Sam Nicholson\Sam-Nicholson,sco SCO,FWMF,Colorado,1995,1770,2,0.15,0.1,0.18,0.13,0.18,0.31,2.29,0.76,0.13,69.1,5681,1753,22.6,78.5,45.7,57,477,38,2,103,16,83,279,111,125,69,377
431,Gonzalo Nicolás Martínez\Gonzalo-Nicolas-Martinez,ar ARG,FWMF,Atlanta,1993,2140,2,0.29,0.13,0.34,0.26,0.24,0.5,3.32,0.88,0.14,67.9,17158,5474,25.9,77.9,55.1,209,1109,139,15,199,97,135,784,183,281,1035,174
432,Nemanja Nikolić\Nemanja-Nikolic,hu HUN,FW,Chicago,1987,1991,3,0,0.45,0.6,0.11,0.53,0.64,2.12,0.95,0.48,82.9,5546,695,40.6,89,70.3,23,408,42,2,78,4,10,322,74,54,68,333
433,Harry Novillo\Harry-Novillo,fr FRA,FW,Montreal,1992,441,1,0.41,0.2,0.09,0.15,0.09,0.24,2.24,0.82,0.25,73.4,2481,603,0,85.2,52,17,146,23,0,21,11,22,110,20,39,15,149
434,Shane O'Neill\Shane-ONeill,us USA,DF,Orlando City,1993,839,2,0,0,0.01,0.06,0.01,0.07,0.43,0,,71.1,5834,2266,37.5,81.9,55.5,33,352,39,1,53,19,10,224,32,135,25,294
435,Alfonso Ocampo-Chavez\Alfonso-Ocampo-Chavez,us USA,FW,Seattle,2002,82,0,0,0,0.1,0.09,0.1,0.19,1.1,1.1,0,86.7,171,24,100,84.6,100,0,12,3,0,6,0,0,12,3,0,1,13
436,Chris Odoi-Atsem\Chris-Odoi-Atsem,us USA,DF,D.C. United,1995,135,0,0,0,0,0,0,0,0,0,,82.6,883,383,0,92.9,45.5,8,63,6,0,7,0,3,52,7,10,15,45
437,Ebenezer Ofori\Ebenezer-Ofori,gh GHA,MF,NYCFC,1995,1261,2,0,0.14,0.03,0.02,0.03,0.05,0.57,0.14,1,89.6,12066,2857,61.5,91.5,86,54,687,7,0,102,18,2,539,90,65,564,89
438,Orji Okwonkwo\Orji-Okwonkwo,ng NGA,FWMF,Montreal,1998,1769,4,0.1,0.41,0.29,0.11,0.29,0.4,2.59,0.76,0.53,78,6514,955,21.4,83.4,66.2,32,516,6,1,133,10,35,419,57,46,74,424
439,Lawrence Olum\Lawrence-Olum,ke KEN,MF,Minnesota,1984,547,0,0.16,0,0.06,0.01,0.06,0.07,0.33,0,,84,4266,1216,60,89.2,67.2,14,283,5,1,24,8,2,209,45,34,58,218
440,Zdeněk Ondrášek\Zdenek-Ondrasek,cz CZE,FW,FC Dallas,1988,751,2,0.24,0.84,0.54,0.16,0.54,0.7,2.88,1.8,0.47,80.7,2084,260,55,84.7,80,8,150,21,1,29,0,2,116,40,15,45,99
441,Nedum Onuoha\Nedum-Onuoha,eng ENG,DF,Real Salt Lake,1986,2336,2,0,0.04,0.03,0.01,0.03,0.04,0.31,0.15,0.25,89,19857,5902,57.1,93.4,82,43,989,31,1,117,16,1,819,70,131,236,718
442,Ike Opara\Ike-Opara,us USA,DF,Minnesota,1989,2566,4,0.04,0.11,0.07,0.04,0.07,0.11,0.74,0.14,0.75,85.4,17884,6613,53.8,90.6,75.2,52,995,32,2,105,27,2,769,92,166,213,721
443,Kofi Opare\Kofi-Opare,ca CAN,DF,Colorado,1990,270,0,0,0,0.02,0,0.02,0.02,0.67,0,,90.8,1751,651,,91.3,88.9,4,95,3,0,13,0,0,79,5,14,16,68
444,Jonathan Osorio\Jonathan-Osorio,ca CAN,MFFW,Toronto FC,1992,1757,2,0.15,0.26,0.21,0.1,0.17,0.27,1.38,0.61,0.42,87.2,14311,3566,53.8,90.3,82.9,90,983,36,3,195,12,12,801,146,72,116,853
445,David Ousted\David-Ousted,dk DEN,GK,Chicago,1985,1260,0,0,0,0,0,0,0,0,0,,66.3,8099,5344,66.7,98,53.6,0,232,121,0,34,14,1,139,15,199,13,254
446,Juan Pablo Torres\Juan-Pablo-Torres,us USA,FW,NYCFC,1999,1,0,0,0,0,0,0,0,0,0,,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0
447,Diego Palacios\Diego-Palacios,ec ECU,DF,Los Angeles FC,1999,92,0,0,0,0.11,0,0.11,0.11,0.98,0,,85.3,1062,316,0,91.8,61.5,7,66,9,0,5,1,4,52,14,9,62,5
448,Cristhian Paredes\Cristhian-Paredes,py PAR,MF,Portland,1998,1647,2,0.11,0.22,0.15,0.09,0.15,0.24,2.08,0.6,0.36,85.6,13074,3165,50,87.5,83.1,81,756,13,1,116,27,3,553,124,92,68,641
449,Tim Parker\Tim-Parker,us USA,DF,NY Red Bulls,1993,2388,5,0,0,0.05,0.01,0.05,0.06,0.53,0.08,0,77.3,13750,7350,33.3,88.4,59.3,96,798,65,2,149,5,5,488,105,270,106,619
450,Michael Parkhurst\Michael-Parkhurst,us USA,DF,Atlanta,1984,1444,3,0,0,0.01,0.03,0.01,0.05,0.19,0.06,0,85.8,14882,4858,35.3,90.5,75.9,73,803,108,0,95,13,8,663,125,123,222,564
451,Keaton Parks\Keaton-Parks,us USA,MF,NYCFC,1997,1322,3,0.07,0.07,0.15,0.13,0.15,0.28,1.36,0.82,0.08,86.9,15531,4679,24,91.5,80,110,922,17,7,135,25,6,738,96,105,120,769
452,Kevin Partida\Kevin-Partida,us USA,FW,San Jose,1995,1,0,0,0,0,0,0,0,0,0,,66.7,68,0,,50,100,0,3,0,0,1,0,0,2,1,0,0,3
453,Santiago Patiño\Santiago-Patino,us USA,FW,Orlando City,1997,328,1,0.27,0.55,0.65,0.3,0.65,0.95,3.29,0.82,0.67,76.1,656,114,25,78.1,90,6,41,5,0,8,2,0,35,9,2,2,39
454,Cristian Pavón\Cristian-Pavon,ar ARG,FW,LA Galaxy,1996,971,1,0.37,0.28,0.25,0.37,0.25,0.61,3.06,1.39,0.2,73.9,5688,1547,12.5,82.4,58.1,58,429,16,6,101,14,35,268,79,98,43,377
455,PC\PC,br BRA,FWDF,Vancouver,1994,814,4,0.11,0,0.07,0.09,0.07,0.16,0.77,0.11,0,82.2,4834,1497,41.7,90.6,50,32,338,33,0,54,4,15,239,75,57,269,64
456,Marquinhos Pedroso\Marquinhos-Pedroso,br BRA,DF,FC Dallas,1993,118,0,0,0,0.03,0,0.03,0.03,0.76,0,,81,963,171,100,88.4,61.1,2,55,8,0,17,1,3,40,8,15,44,10
457,Marquinhos Pedroso\Marquinhos-Pedroso,br BRA,DF,D.C. United,1993,285,0,0,0,0.02,0.03,0.02,0.05,0.95,0.32,0,77.3,2075,709,20,85.1,60,14,127,27,0,26,1,10,88,20,46,99,15
458,Ronaldo Peña\Ronaldo-Pena,ve VEN,FWMF,Houston,1997,159,3,0,0,0.06,0.03,0.06,0.09,1.13,0,,78.4,587,102,,77.8,83.3,2,43,8,0,7,0,1,37,9,5,3,42
